Time,Pathogen_0,Susceptible,Exposed,Infected_Symptomatic,Infected_Asymptomatic,Recovered,alpha_1,alpha_2,b,mu,mu_p,beta_1,beta_2,delta,psi,omega,sigma,gamma_S,gamma_A,eta_S,eta_A,Human,Pathogen,Birth_Rate,Exposed_to_Susceptible,Susceptible_to_Exposed,Death_rate_Susceptible,Death_rate_Exposed,Symptomatic_infection_from_Exposed,Asymptomatic_infection_from_Exposed,Death_rate_Symptomatic_infected,Death_rate_Asymptomatic_infected,Recovery_from_Symptomatic_infection,Recovery_from_Asymptomatic_infection,Death_rate_Recovered,Rate_of_pathogen_increase,Death_rate_of_Pathogen
45.0,12667.464072925206,151.55649671435313,3185.4629021584046,15534.421887504624,4115.093954639763,68690.4582733606,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,15.927314510792023,29.9492280862296,0.006915522945075934,0.145352672225488,200.6841628359795,86.00749835827693,28.67079506823516,7.594940855501786,776.7210943752312,293.81770836127913,3.134345611013444,1759.1968864824507,2183.8708061723055
45.9,12286.233386011336,139.48252189453322,2949.078271206266,14996.005091245874,3924.6356320455534,69632.78865625351,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,14.74539135603133,27.562399937688138,0.006364587474047551,0.1345664415151419,185.79193108599475,79.62511332256919,27.67707687655612,7.243425261572234,749.8002545622937,280.2189841280525,3.177344146384848,1695.8322907268653,2118.146635748354
46.800000000000004,11907.622949024846,128.43978912495305,2730.105382280608,14469.531223272515,3740.9782770913203,70539.09922255122,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,13.65052691140304,25.379451478535227,0.005860707577771608,0.12457470859346415,171.9966390836783,73.71284532157642,26.705400911608454,6.904461737548053,723.4765611636258,267.1058489843203,3.218699097525012,1634.0020361818176,2052.8741964118835
47.7,11532.551599835333,118.32924169715801,2527.28386415235,13955.384784788703,3564.0823225246577,71410.37375858084,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,12.63641932076175,23.3807992575205,0.00539936329864132,0.11531996272127173,159.21888344159805,68.23666433211345,25.756476820349572,6.577977256921184,697.7692392394351,254.47547782826058,3.258455354604044,1573.7425946051032,1988.2118958116114
48.6,11161.832260130113,109.06296210699593,2339.4407734451593,13453.865391680785,3393.88213579558,72247.6079683062,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,11.697203867225797,21.549061921049873,0.004976542960942225,0.10674868249230263,147.38476872704504,63.16490088301931,24.83085758284781,6.2638506862883965,672.6932695840393,242.3231844958044,3.296658351593812,1515.0806459578575,1924.2998816464315
49.5,10796.179444872849,100.56270873478995,2165.48519453704,12965.196331585843,3230.2896708620456,73051.80429744047,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,10.827425972685202,19.868770943767903,0.004588676399568466,0.09881108942672515,136.42556725583353,58.46810025250009,23.92895530546478,5.961919525233117,648.2598165792922,230.64268249955006,3.3333538300922085,1458.0341167016868,1861.2613362960792
50.4,10436.216524240137,92.75866341964606,2004.4030504633697,12489.53245004397,3073.1977692097003,73823.96733880053,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,10.022015252316848,18.326123047750162,0.004232577811838449,0.09146091119264356,126.27739217919229,54.11888236251099,23.05105577577465,5.671985998786499,624.4766225021986,219.4263207215726,3.3685876296694683,1402.6131334648821,1799.2037287789997
51.300000000000004,10082.482700727995,85.5883634645757,1855.2521446399883,12026.967389999196,2922.4831277153116,74565.09978471923,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,9.276260723199941,16.90876907892762,0.0039053970248885896,0.08465515535992267,116.88088511231926,50.09180790527969,22.197331824004216,5.393822535005211,601.3483694999599,208.66529531887326,3.402405503176739,1348.8208953856854,1738.2200176055062
52.2,9735.439672438746,78.9957904983634,1717.1574450568487,11577.540222471782,2778.0089579673686,75276.19888141769,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,8.585787225284244,15.605633890011237,0.0036045779204403224,0.078353894217944,108.18091903858146,46.36325101653492,21.367855560800596,5.127176673093315,578.8770111235891,198.34983959887012,3.4348529549590894,1296.6544701455466,1678.3897995284399
53.1,9395.47797785807,72.93058643679188,1589.3066057220142,11141.241532608103,2639.6273741442956,75958.25332104313,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,7.946533028610071,14.406761348361297,0.003327822659110814,0.0725200604190955,100.1263161604869,42.911278354494385,20.562609609827494,4.8717754705419365,557.0620766304052,188.46939451390273,3.465975099039198,1246.1055219680252,1619.7804033827313
54.0,9062.923006550593,67.34738040643828,1470.9457323797108,10718.018983568949,2507.18152435045,76612.24054398247,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,7.354728661898554,13.30318127860175,0.0030730609679457785,0.06711925376848621,92.66958113992177,39.7155347742522,19.78149737664436,4.627329436786922,535.9009491784475,179.01276083862217,3.49581653602192,1197.1609745744174,1562.4479263293222
54.9,8738.040672445724,62.20520798126825,1361.3753895653263,10307.782398762069,2380.507489217177,77239.12441003376,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,6.806876947826631,12.286794653605572,0.0028384236401852703,0.06211955902586584,85.76664954261555,36.757135518263816,19.024352428627235,4.393536037323899,515.3891199381035,169.96823473010645,3.524421246829841,1149.8036143370657,1506.4382119296429
55.800000000000004,8421.042750511166,57.46700905125791,1259.9468430960676,9910.408397776891,2259.4359683007096,77839.85320324104,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,6.299734215480338,11.350274329465485,0.0026222196230088987,0.057491374450473566,79.37665111505225,34.01856476359383,18.290947051188965,4.170082806174839,495.5204198888446,161.32372813667067,3.551832501663889,1104.0126381927246,1451.787770188125
56.7,8112.091879040335,53.099193131274504,1166.0585321001531,9525.744616739767,2143.793772116458,78415.35793988743,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,5.830292660500766,10.486979111986336,0.002422916182580056,0.05320725081972999,73.46168752230965,31.48358036670414,17.581000036993416,3.9566500996312985,476.28723083698833,153.0668753291151,3.5780927827970634,1059.7641502797997,1398.5246399465536
57.6,7811.306241609569,49.07126057934948,1079.152757795587,9153.613552969939,2033.4051414314993,78966.55094361112,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,5.395763788977935,9.690878875575724,0.0022391216202357167,0.04924174033821263,67.98662374112197,29.13712446048085,16.894183781767907,3.752913531180218,457.68067764849695,145.18512709820905,3.6032437195569753,1017.0316123685689,1346.6691960534897
58.5,7518.763919791494,45.355474258857434,998.712592261804,8793.816042436843,1928.0929005739004,79494.32467499847,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,4.993562961309021,8.956489653572307,0.002069570290431665,0.04557125558490612,62.91889331249366,26.965239991068714,16.23013070240271,3.5585461000862075,439.6908021218422,137.6658331009765,3.62732603492018,975.7862492723793,1296.2348997720535
59.4,7234.50691907443,41.92657508403387,924.259002783461,8446.134390426876,1827.679456954049,79999.55079469274,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,4.6212950139173055,8.278817402829691,0.0019131096210844656,0.04217393829700933,58.22831717535804,24.95499307515345,15.588439015003555,3.3732200361381017,422.30671952134384,130.4963132265191,3.65037950276183,935.9974118903901,1247.2289928484317
60.300000000000004,6958.544942263162,38.761526760987955,855.3481404457704,8110.3352486935255,1731.9876909560087,80483.07939082962,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,4.276740702228852,7.653307540982784,0.0017686884661038806,0.0390295356485405,53.88693284808353,23.0943997920358,14.968678045046232,3.1966084420591385,405.5167624346763,123.66392113425903,3.6724429126035556,897.6329094171531,1199.653148046169
61.2,6690.859134726799,35.83926156607891,791.5686460769776,7786.172471180078,1640.8418380578457,80945.73821693407,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,3.9578432303848885,7.075794696856994,0.0016353455052601808,0.03611927732049249,49.868824702849594,21.3723534440784,14.370393497984088,3.0283869215747017,389.30862355900393,117.15610723733019,3.693554034838702,860.6593390209001,1153.5041148269001
62.1,6431.404981034834,33.140527355619064,732.5395099915386,7473.389108413226,1554.0679968179375,81388.33249188309,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,3.662697549957693,6.542472454317797,0.001512202263236898,0.033425777840913905,46.14998912946693,19.778566769771544,13.793111140160702,2.8682345169670898,373.6694554206613,110.96045497280075,3.7137496116046256,825.0423106822194,1108.7742187304054
63.0,6180.115326409941,30.647705214821286,677.9078436315906,7171.719574165226,1471.4947216274982,81811.64456464308,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,3.389539218157953,6.049857303671175,0.0013984547889522954,0.03093293490490948,42.708194148790206,18.303511778052947,13.236340797666566,2.7158348030773594,358.58597870826134,105.06472312420338,3.733065341484664,790.7466934978976,1065.4518822730738
63.9,5936.903155761636,28.344649360576454,627.3468067199169,6880.891588158424,1392.953523600103,82216.43371265678,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,3.1367340335995846,5.594756992243537,0.0012933663503231036,0.02862583479062981,39.522848823354764,16.938363781437758,12.699579941852832,2.570876811762058,344.0445794079212,99.45688158504736,3.7515358703085293,757.7368349958476,1023.5221040533061
64.8,5701.664065880149,26.216556646155997,580.553731570069,6600.62783054566,1318.279251768453,82603.43611561773,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,2.902768657850345,5.174244723232405,0.0011962614797640981,0.02649066677154225,36.57488508891434,15.674950752391863,12.182316742889986,2.43305573544141,330.031391527283,94.12513857626755,3.7691947899556375,725.9767456429887,982.9668849577376
65.7,5474.278527154244,24.249839593232878,537.2483756748479,6330.647454872272,1247.310430366189,82973.36488105328,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,2.6862418783742394,4.7856340550189405,0.0011065201806392162,0.024514643382043313,33.84664766751542,14.505706143220895,11.684032862135911,2.3020735495967495,316.5323727436136,89.05796472814589,3.786074639522461,695.4302670055367,943.7656180813917
66.60000000000001,5254.614045358578,22.43201283377491,497.1712409948937,6070.667499027078,1179.8895533863574,83326.9101324763,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,2.4858562049744686,4.4264564519297425,0.0010235727456051492,0.022685923726597,31.321788182678304,13.423623506862132,11.204206056229346,2.177639556416463,303.5333749513539,84.24411411178592,3.802206909344894,666.0612275720257,905.8954614198187
67.5,5042.5270850414,20.751595040994154,460.0820440244805,5820.404098221625,1115.8633043602217,83664.73920057474,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,2.300410220122403,4.094441895831196,0.0009468952817205633,0.020993543668837048,28.985168773542274,12.422215188660976,10.742312415800777,2.059470790426356,291.02020491108124,79.67263993131984,3.8176220497222255,637.8335750401735,869.3316694611374
68.4,4837.864829178259,19.198020717452643,425.7582894106855,5579.573566739405,1055.0827287839854,83987.4968774434,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,2.1287914470534277,3.7875014464979153,0.0008760056853373641,0.01942735074580958,26.822772232873188,11.49547381408851,10.297828361981248,1.947292336725587,278.97867833697023,75.33290683517656,3.8323494825177424,610.7114931131398,834.0478965503319
69.3,4640.46663167112,17.761571141920168,393.99403906316496,5347.893231962538,997.4033172922645,84295.80578914408,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,1.9699701953158248,3.503713584848416,0.0008104604912058173,0.01797794800245222,24.821624460979393,10.637839054705456,9.87023218570702,1.8408374844941222,267.3946615981269,71.21459685466769,3.846417618158645,584.659489060867,800.016447300101
70.2,4450.165517679254,16.433296118322822,364.5986499879356,5125.082330855096,942.6851206093861,84590.26671617378,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,1.822993249939678,3.2413087444907998,0.0007498513018790704,0.0166366363989495,22.96971494923994,9.844163549674262,9.459005702296091,1.7398479391503012,256.25411654275484,67.30771761151017,3.8598538702590095,559.642489115979,767.2085352479033
71.10000000000001,4266.789488841212,15.204949067116807,337.3956374014977,4910.86274675028,890.7928069237183,84871.45899001259,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,1.6869781870074885,2.998656478649488,0.00069380182593254,0.015395362934630341,21.255925156294357,9.10968220984044,9.06363561128472,1.6440739282426222,245.54313733751403,63.602606414353495,3.8726846737142746,535.6259150212139,735.594507876225
72.0,4090.1626988578882,14.0689272347817,312.22162045296426,4704.959653743429,841.5956910599854,85139.94092141865,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,1.5611081022648214,2.774253639442716,0.000641965149723089,0.01424667254126876,19.66996208853675,8.429983752230036,8.683614685738485,1.5532742552910408,235.24798268717146,60.08993234168296,3.884935504244333,512.5757499273421,705.1440492830999
72.9,3920.106446466266,13.018220725758372,288.9253866353893,4507.102028907204,794.9677242077482,85396.25027131244,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,1.4446269331769466,2.566714299586877,0.0005940214117163545,0.013183665392172816,18.202299358029528,7.800985439155513,8.318442717612003,1.4672162808295464,225.35510144536022,56.76069550843323,3.896630899879987,490.45858910110786,675.8263513707842
73.8,3756.4401450896103,12.046363400812787,267.3669731011326,4317.023146350039,750.7874786328586,85640.90472590511,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,1.336834865505663,2.3747600445693946,0.0005496755619790875,0.01219995498260468,16.844119305371354,7.218908273730581,7.967627429598021,1.3856758941891627,215.85115731750193,53.606225974386106,3.9077944826430504,469.24168856664676,647.6102810134488
74.7,3598.9821768631223,11.147387969206742,247.41682315119485,4134.460992273663,708.9381107996843,85874.40239228909,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,1.2370841157559742,2.1972110941079226,0.0005086553130349037,0.011289629640389022,15.587259858525275,6.680254225082262,7.63068524117004,1.3084374454352214,206.72304961368314,50.61818111109746,3.9184489811601515,448.8930047673505,620.4645272912022
75.60000000000001,3447.55063595232,10.31578657314959,228.95501593358455,3959.1586003535367,669.3073015861429,86097.2223170748,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,1.1447750796679228,2.0329785085562246,0.0004707093413328158,0.010447217377049463,14.424166003815827,6.181785430206784,7.307141887570498,1.235293635026433,197.95793001767686,47.788541333250606,3.9286162543281233,429.3812251146609,594.35772963818
76.5,3301.9639510406582,9.546475415349848,211.87057776902992,3790.8643092599996,631.7871793462089,86309.825013957,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,1.0593528888451496,1.8810571940870044,0.00043560567320241356,0.009667654463600836,13.347846399448885,5.720505599763809,6.996532895099533,1.1660453718167434,189.543215463,45.10960460531932,3.938317315386858,410.6757898933104,569.2585851594094
77.4,3162.0415008019127,8.834759712660011,196.06080019550507,3629.3320176086368,596.2742446092501,86512.65298534473,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,0.9803040009775253,1.7405189741812475,0.00040313008568867634,0.008946254312920896,12.351830412316819,5.293641605278637,6.698404051659028,1.1005016340781704,181.46660088043186,42.57398106510046,3.94757235572128,392.7469139913262,545.1359547382498
78.3,3027.6041397573817,8.176302670488841,181.43061887208336,3474.321377408669,562.6692793108705,86706.13125562071,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,0.9071530943604168,1.6105064554444746,0.00037308469085440584,0.008278679139133164,11.430128988941252,4.898626709546251,6.412311763786762,1.038479301974522,173.71606887043345,40.174586542796156,3.9564007691939733,375.5656017064104,521.9589536941726
79.2,2898.4746478875863,7.567097314119268,167.89204545254788,3325.5979387277075,530.8772462488137,86890.66790696696,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,0.8394602272627394,1.4902274580979804,0.0003452866504432622,0.00766091403399976,10.577198863510516,4.533085227218793,6.137823323654019,0.979802971994198,166.2798969363854,37.904635382165296,3.964821176594903,359.1036561852115,499.6970292958199
80.10000000000001,2774.478095624423,7.003442047534327,155.36366048430952,3182.9332399913715,500.80717861677067,87066.65461464452,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,0.7768183024215476,1.378950182277523,0.00031956706062899134,0.007089243827899044,9.7879106105115,4.194818833076358,5.874517075725275,0.9243047530704704,159.14666199956858,35.75763255323743,3.9728514500662295,343.3336829299757,478.32002368565054
81.0,2655.442201252889,6.481916193599799,143.77011352728098,3046.104896037434,472.37207140009957,87234.46717565124,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,0.718850567636405,1.275998372252817,0.00029576983591395885,0.006560230280249831,9.057517152218702,3.881793065236587,5.62198257927357,0.8718240661381658,152.3052448018717,33.72736589796711,3.9805087372249663,328.2290931737484,457.79823549599803
81.9,2541.1976302807416,5.999357909985403,133.04166528331726,2914.896649690783,445.48876659924963,87394.46603563277,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,0.6652083264165863,1.1807469501247714,0.00027375070143263394,0.006070691186877766,8.381624912848988,3.5921249626495664,5.379820703568799,0.8222074322985731,145.74483248453916,31.807897935186425,3.9878094852059234,313.7641032990408,438.10247146039984
82.8,2431.578237810288,5.552844366894613,123.11377213701564,2789.0983886242475,420.07783375127883,87546.99681063046,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,0.6155688606850782,1.092618096306055,0.0002533762884614012,0.005617681422612024,7.756167644631986,3.3240718476994227,5.14764365899657,0.7753082523063728,139.45491943121237,29.99355732984131,3.994769464469068,299.9137305499887,419.20408819849365
83.7,2326.42125990926,5.139673889481673,113.92671119266997,2668.5061335043333,396.06344914462835,87692.39079670659,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,0.5696335559633499,1.0110777180370825,0.00023452331957704876,0.005198475831721531,7.177382805138208,3.0760212022020896,4.925074975179602,0.7309865836448004,133.42530667521666,28.278930268926466,4.001403792053722,286.65378580766475,401.0750252083564
84.60000000000001,2225.5674967230143,4.75734861036334,105.42521339004342,2552.9220218462965,373.3732756891211,87830.9654747552,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,0.5271260669502171,0.9356320196602597,0.0002170778170908792,0.004810552486987682,6.641788443572736,2.846480761531173,4.71174947118018,0.6891089188101126,127.64610109231484,26.658851884203248,4.00772695461308,273.9608659690857,383.68783643504764
85.5,2128.861457496757,4.403558624948856,97.55812662585332,2442.1542700090054,351.9383413167004,87963.0250073371,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,0.4877906331292666,0.8658243699616346,0.0002009343800564163,0.004451577317937687,6.1461619774287595,2.63406941889804,4.507313185356721,0.6495479608843417,122.10771350045027,25.12839757001241,4.013752831084792,261.8123440667356,367.0157152724409
86.4,2036.1514659026705,4.076167813502972,90.27811144391872,2336.017112994428,331.69291684467566,88088.8607243132,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,0.4513905572195936,0.8012324986192119,0.00018599553733014064,0.004119390225186011,5.687521020966879,2.437509008985806,4.311423264255906,0.6121823981160388,116.8008556497214,23.682874262709845,4.019494714850412,250.18635714167658,351.0325127216204
87.3,1947.2897334790257,3.773201040164179,83.54136530535563,2234.3307280071517,312.5743954980957,88208.75159352772,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,0.41770682652677815,0.7414659645404557,0.00017217116346269148,0.0038119924988833775,5.263106014237405,2.2556168632446023,4.12374782153184,0.5768966815631504,111.7165364003576,22.317811838564037,4.02496533521267,239.06179257562,335.71275005178404
88.2,1862.1324274635585,3.492831610495276,77.30735336900061,2136.9211561558463,294.52317399340455,88322.96468520792,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,0.38653676684500304,0.6861636761901797,0.00015937790638689944,0.003527534534227498,4.8703632622470385,2.0872985409630167,3.9439657934359147,0.5435808056174473,106.84605780779232,21.02895462312909,4.030176878586038,228.41827431525488,321.0316304947175
89.10000000000001,1780.5397142440904,3.2333698249150618,71.53856083485569,2043.620211372866,277.4825344700585,88431.7556259338,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,0.35769280417427846,0.6349916285109042,0.00014753866511087426,0.003264304530894465,4.5069293325959086,1.9315411425411038,3.7717667707161024,0.5121300900939741,102.1810105686433,19.81225296116218,4.035141009211359,218.23614786078952,306.9650467356812
90.0,1702.3757761439128,2.9932527147252843,66.2002701938842,1954.2653763426895,261.39852857351366,88535.3690377872,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,0.33100135096942096,0.5876408732953495,0.00013658212137291473,0.003020718328946936,4.170617022214704,1.7874072952348734,3.606850806539358,0.48244496629113404,97.71326881713448,18.663854940148877,4.03986888919423,208.49646406294463,293.4895838072106
